ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-3704,[General Inquiry] Issue with guide - Ticket #3704,Incident: guide - Can you explain the difference between Standard and Enterprise plans? Impact: Multiple users affected.,General Inquiry,Low,Positive,2024-03-30,Free,Email,[General Inquiry] Issue with guide - Ticket #3704 Incident: guide - Can you explain the difference between Standard and Enterprise plans? Impact: Multiple users affected.
TKT-3705,[Feature Request] Issue with dashboard - Ticket #3705,"Help needed: dashboard not functioning correctly. Could you add integration with Slack for real-time notifications?

Account ID: ACC-45401",Feature Request,Low,Neutral,2024-01-01,Pro,Email,"[Feature Request] Issue with dashboard - Ticket #3705 Help needed: dashboard not functioning correctly. Could you add integration with Slack for real-time notifications?

Account ID: ACC-45401"
TKT-3706,[Feature Request] Issue with enhancement - Ticket #3706,"Dear Support, Could you add integration with Slack for real-time notifications? This involves enhancement. Looking forward to a quick resolution.

Account ID: ACC-12283",Feature Request,Low,Neutral,2024-04-12,Basic,Web Portal,"[Feature Request] Issue with enhancement - Ticket #3706 Dear Support, Could you add integration with Slack for real-time notifications? This involves enhancement. Looking forward to a quick resolution.

Account ID: ACC-12283"
TKT-3707,[Feature Request] Issue with implement - Ticket #3707,Incident: implement - Please add support for multi-currency in the billing module. Impact: Multiple users affected.,Feature Request,Low,Positive,2024-03-08,Free,Phone,[Feature Request] Issue with implement - Ticket #3707 Incident: implement - Please add support for multi-currency in the billing module. Impact: Multiple users affected.
TKT-3708,[Technical Issue] Issue with bug - Ticket #3708,"Hi there, Database connection pool is exhausted, causing all requests to fail. The issue is related to bug. Thanks for your help.

Account ID: ACC-76439",Technical Issue,Low,Neutral,2024-04-09,Pro,Email,"[Technical Issue] Issue with bug - Ticket #3708 Hi there, Database connection pool is exhausted, causing all requests to fail. The issue is related to bug. Thanks for your help.

Account ID: ACC-76439"
TKT-3709,[General Inquiry] Issue with onboarding - Ticket #3709,"Hi there, Where can I find the API documentation for the latest version? The issue is related to onboarding. Thanks for your help.

Account ID: ACC-86003",General Inquiry,Low,Positive,2024-11-18,Free,Email,"[General Inquiry] Issue with onboarding - Ticket #3709 Hi there, Where can I find the API documentation for the latest version? The issue is related to onboarding. Thanks for your help.

Account ID: ACC-86003"
TKT-3710,[Technical Issue] Issue with memory leak - Ticket #3710,"Incident: memory leak - Third-party integration with payment gateway is returning invalid responses. Impact: Multiple users affected.
Environment: Development",Technical Issue,Low,Neutral,2024-05-23,Pro,Email,"[Technical Issue] Issue with memory leak - Ticket #3710 Incident: memory leak - Third-party integration with payment gateway is returning invalid responses. Impact: Multiple users affected.
Environment: Development"
TKT-3711,[General Inquiry] Issue with configuration - Ticket #3711,Help needed: configuration not functioning correctly. Can you explain the difference between Standard and Enterprise plans?,General Inquiry,Low,Neutral,2024-09-12,Pro,Web Portal,[General Inquiry] Issue with configuration - Ticket #3711 Help needed: configuration not functioning correctly. Can you explain the difference between Standard and Enterprise plans?
TKT-3712,[General Inquiry] Issue with update - Ticket #3712,"[update] Where can I find the API documentation for the latest version? Need immediate attention on this matter.
Environment: Production",General Inquiry,Low,Positive,2024-08-14,Pro,Chat,"[General Inquiry] Issue with update - Ticket #3712 [update] Where can I find the API documentation for the latest version? Need immediate attention on this matter.
Environment: Production"
TKT-3713,[Technical Issue] Issue with deployment - Ticket #3713,"Problem Report: deployment failure. Database connection pool is exhausted, causing all requests to fail. Please escalate if needed.",Technical Issue,Low,Neutral,2024-10-08,Basic,Phone,"[Technical Issue] Issue with deployment - Ticket #3713 Problem Report: deployment failure. Database connection pool is exhausted, causing all requests to fail. Please escalate if needed."
TKT-3714,[Account & Access] Issue with 2FA - Ticket #3714,[2FA] OAuth token expired and re-authentication loop keeps failing. Need immediate attention on this matter.,Account & Access,Low,Neutral,2024-02-19,Enterprise,Chat,[Account & Access] Issue with 2FA - Ticket #3714 [2FA] OAuth token expired and re-authentication loop keeps failing. Need immediate attention on this matter.
TKT-3715,[Account & Access] Issue with compromised - Ticket #3715,[compromised] The SSO integration with Google Workspace is not redirecting properly. Need immediate attention on this matter.,Account & Access,Low,Positive,2024-02-20,Basic,Email,[Account & Access] Issue with compromised - Ticket #3715 [compromised] The SSO integration with Google Workspace is not redirecting properly. Need immediate attention on this matter.
TKT-3716,[General Inquiry] Issue with how to - Ticket #3716,"Hi there, Is there a training session available for new administrators? The issue is related to how to. Thanks for your help.

Account ID: ACC-82620
Environment: Staging",General Inquiry,Low,Neutral,2024-11-12,Free,Email,"[General Inquiry] Issue with how to - Ticket #3716 Hi there, Is there a training session available for new administrators? The issue is related to how to. Thanks for your help.

Account ID: ACC-82620
Environment: Staging"
TKT-3717,[Service Outage] Issue with not responding - Ticket #3717,"URGENT: not responding problem detected. all users. Database cluster is in read-only mode, preventing any writes. This is affecting our operations.",Service Outage,High,Negative,2024-06-30,Free,Chat,"[Service Outage] Issue with not responding - Ticket #3717 URGENT: not responding problem detected. all users. Database cluster is in read-only mode, preventing any writes. This is affecting our operations."
TKT-3718,[Account & Access] Issue with reset - Ticket #3718,URGENT: reset problem detected. Account shows 'suspended' status but subscription is active. This is affecting our operations.,Account & Access,Medium,Neutral,2024-07-06,Basic,Web Portal,[Account & Access] Issue with reset - Ticket #3718 URGENT: reset problem detected. Account shows 'suspended' status but subscription is active. This is affecting our operations.
TKT-3719,[Billing & Payments] Issue with trial - Ticket #3719,"Hi support team, I'm experiencing an issue with trial. The automatic renewal failed and our service was suspended without warning. Please help resolve this as soon as possible.",Billing & Payments,Medium,Neutral,2024-02-12,Enterprise,Web Portal,"[Billing & Payments] Issue with trial - Ticket #3719 Hi support team, I'm experiencing an issue with trial. The automatic renewal failed and our service was suspended without warning. Please help resolve this as soon as possible."
TKT-3720,[General Inquiry] Issue with status - Ticket #3720,[status] How do I migrate data from the old system to the new platform? Need immediate attention on this matter.,General Inquiry,Low,Neutral,2024-12-26,Basic,Web Portal,[General Inquiry] Issue with status - Ticket #3720 [status] How do I migrate data from the old system to the new platform? Need immediate attention on this matter.
TKT-3721,[Billing & Payments] Issue with downgrade - Ticket #3721,"Dear Support, We were overcharged by $500 on last month's invoice. This involves downgrade. Looking forward to a quick resolution.",Billing & Payments,Medium,Negative,2024-02-27,Basic,Web Portal,"[Billing & Payments] Issue with downgrade - Ticket #3721 Dear Support, We were overcharged by $500 on last month's invoice. This involves downgrade. Looking forward to a quick resolution."
TKT-3722,[Feature Request] Issue with enhancement - Ticket #3722,"Hello, I need assistance with enhancement. A data retention policy configuration feature is needed for compliance. Can someone look into this?",Feature Request,Low,Neutral,2024-08-22,Free,Web Portal,"[Feature Request] Issue with enhancement - Ticket #3722 Hello, I need assistance with enhancement. A data retention policy configuration feature is needed for compliance. Can someone look into this?"
TKT-3723,[Service Outage] Issue with service disrupted - Ticket #3723,Ticket: service disrupted - revenue loss. Scheduled maintenance is running 3 hours over the announced window. Priority: High due to business impact.,Service Outage,High,Negative,2024-01-09,Enterprise,Email,[Service Outage] Issue with service disrupted - Ticket #3723 Ticket: service disrupted - revenue loss. Scheduled maintenance is running 3 hours over the announced window. Priority: High due to business impact.
